ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	COGIDS	STRUCTURE	ALIGNMENT	CROSSIDS	COGID
977	Jinman	dark	a42pa42	a42pa42	a ⁴² + p a ⁴²	1144 1145	n t + i n t	a ⁴² + p a ⁴²	1144 1145	161
978	Jinxing	dark	(mian42)	mian42	m i/j a n ⁴²	1146	i m n c t	m i/j a n ⁴²	1146	162
979	Dashi	dark	xɯ44	xɯ44	x ɯ ⁴⁴	1143	i n t	x ɯ ⁴⁴	1143	160
980	Zhoucheng	dark	(miɛ42)	miɛ42	m i/j ɛ ⁴²	1146	i m n t	m i/j ɛ - ⁴²	1146	162
981	Mazhelong	dark	xɯ44	xɯ44	x ɯ ⁴⁴	1143	i n t	x ɯ ⁴⁴	1143	160
982	ProtoBai	daughter	njo2	njo2	n j o ²	1154	i m n t	n j o - ²	1154	163
983	Tuoluo	daughter	jvŋ33	jvŋ33	j v/ʯ ŋ ³³	1154	m n c t	- j v/ʯ ŋ ³³	1154	163
984	Gongxing	daughter	ɲiõ22	ɲiõ22	ɲ i õ ²²	1155	i m n t	ɲ i õ - ²²	1155	164
985	Enqi	daughter	ɲiu22	ɲiu22	ɲ i u ²²	1155	i m n t	ɲ i u - ²²	1155	164
986	Ega	daughter	ɲiu22	ɲiu22	ɲ i u ²²	1155	i m n t	ɲ i u - ²²	1155	164
987	Jinman	daughter	ɲiu22	ɲiu22	ɲ i u ²²	1155	i m n t	ɲ i u - ²²	1155	164
988	Jinxing	daughter	jṽ33	jṽ33	j ṽ/ʯ̃ ³³	1154	m n t	- j ṽ/ʯ̃ - ³³	1154	163
989	Dashi	daughter	jũ33	jũ33	j ũ ³³	1154	m n t	- j ũ - ³³	1154	163
990	Zhoucheng	daughter	ɲiv33	ɲiv33	ɲ i v ³³	1155	i n c t	ɲ - i v ³³	1155	164
991	Mazhelong	daughter	ɲõ33	ɲõ33	ɲ õ ³³	1155	i n t	ɲ - õ - ³³	1155	164
992	ProtoBai	day	nji4	nji4	n j i ⁴	1166	i m n t	n j i ⁴	1166	166
993	Gongxing	day	ɲi22	ɲi22	ɲ i ²²	1166	i n t	ɲ - i ²²	1166	166
994	Enqi	day	ɲi22	ɲi22	ɲ i ²²	1166	i n t	ɲ - i ²²	1166	166
995	Jinman	day	ɲi55	ɲi55	ɲ i ⁵⁵	1166	i n t	ɲ - i ⁵⁵	1166	166
996	Dashi	day	jen33	jen33	j e n ³³	1165	m n c t	j e n ³³	1165	165
997	Zhoucheng	day	ɲie44	ɲie44	ɲ i/j e ⁴⁴	1166	i m n t	ɲ i/j e ⁴⁴	1166	166
998	Mazhelong	day	ni44	ni44	n i ⁴⁴	1166	i n t	n - i ⁴⁴	1166	166
999	ProtoBai	dead	sji2	sji2	s j i ²	1173	i m n t	s j i ²	1173	167
1000	Tuoluo	dead	ɕi33	ɕi33	ɕ i ³³	1173	i n t	ɕ - i ³³	1173	167
1001	Gongxing	dead	ɕi22	ɕi22	ɕ i ²²	1173	i n t	ɕ - i ²²	1173	167
1002	Enqi	dead	si22	si22	s i ²²	1173	i n t	s - i ²²	1173	167
1003	Ega	dead	si22	si22	s i ²²	1173	i n t	s - i ²²	1173	167
1004	Jinman	dead	ɕi22	ɕi22	ɕ i ²²	1173	i n t	ɕ - i ²²	1173	167
1005	Jinxing	dead	ɕi33	ɕi33	ɕ i ³³	1173	i n t	ɕ - i ³³	1173	167
1006	Dashi	dead	ɕi33	ɕi33	ɕ i ³³	1173	i n t	ɕ - i ³³	1173	167
1007	Zhoucheng	dead	ɕi33	ɕi33	ɕ i ³³	1173	i n t	ɕ - i ³³	1173	167
1008	Mazhelong	dead	ɕi33	ɕi33	ɕ i ³³	1173	i n t	ɕ - i ³³	1173	167
1009	ProtoBai	deep	sʰreŋ1	sʰreŋ1	sʰ r e ŋ ¹	1184	i m n c t	sʰ r e ŋ ¹	1184	168
1010	Tuoluo	deep	ʂɚ̃55	ʂɚ̃55	ʂ ɚ/ə̃ ⁵⁵	1184	i n t	ʂ - ɚ/ə̃ - ⁵⁵	1184	168
1011	Gongxing	deep	ʂi55	ʂi55	ʂ i ⁵⁵	1184	i n t	ʂ - i - ⁵⁵	1184	168
1012	Enqi	deep	sɿ24	sɿ24	s ɿ ²⁴	1184	i n t	s - ɿ - ²⁴	1184	168
1013	Ega	deep	sɛ55	sɛ55	s ɛ ⁵⁵	1184	i n t	s - ɛ - ⁵⁵	1184	168
1014	Jinman	deep	xõ55	xõ55	x õ ⁵⁵	1184	i n t	x - õ - ⁵⁵	1184	168
1015	Jinxing	deep	san55	san55	s a n ⁵⁵	1184	i n c t	s - a n ⁵⁵	1184	168
1016	Dashi	deep	ʂʰɚ55	ʂʰɚ55	ʂʰ ɚ/ə ⁵⁵	1184	i n t	ʂʰ - ɚ/ə - ⁵⁵	1184	168
1017	Zhoucheng	deep	si55	si55	s i ⁵⁵	1184	i n t	s - i - ⁵⁵	1184	168
1018	Mazhelong	deep	sen55	sen55	s e n ⁵⁵	1184	i n c t	s - e n ⁵⁵	1184	168
1019	ProtoBai	die	sji2	sji2	s j i ²	1195	i m n t	s j i ²	1173	169
1020	Tuoluo	die	ɕi33	ɕi33	ɕ i ³³	1195	i n t	ɕ - i ³³	1173	169
1021	Gongxing	die	ɕi22	ɕi22	ɕ i ²²	1195	i n t	ɕ - i ²²	1173	169
1022	Enqi	die	si22	si22	s i ²²	1195	i n t	s - i ²²	1173	169
1023	Ega	die	si22	si22	s i ²²	1195	i n t	s - i ²²	1173	169
1024	Jinman	die	ɕi22	ɕi22	ɕ i ²²	1195	i n t	ɕ - i ²²	1173	169
1025	Jinxing	die	ɕi33	ɕi33	ɕ i ³³	1195	i n t	ɕ - i ³³	1173	169
1026	Dashi	die	ɕi33	ɕi33	ɕ i ³³	1195	i n t	ɕ - i ³³	1173	169
1027	Zhoucheng	die	ɕi33	ɕi33	ɕ i ³³	1195	i n t	ɕ - i ³³	1173	169
1028	Mazhelong	die	ɕi33	ɕi33	ɕ i ³³	1195	i n t	ɕ - i ³³	1173	169
1029	ProtoBai	direction; orientation	pjɛ2	pjɛ2	p j ɛ ²	1206	i m n t	p j ɛ ²	1206	170
1030	Tuoluo	direction; orientation	fɚ33	fɚ33	f ɚ/ə ³³	1206	i n t	f - ɚ/ə ³³	1206	170
1031	Gongxing	direction; orientation	(ɢo12pʰu55)	ɢo12pʰu55	ɣ o ¹² + pʰ u ⁵⁵	1207 1206	i n t + i n t	ɣ o ¹² + pʰ - u ⁵⁵	1207 1206	170
1032	Enqi	direction; orientation	fE22	fE22	f ᴇ/ɛ ²²	1206	i n t	f - ᴇ/ɛ ²²	1206	170
1033	Ega	direction; orientation	(pʰu55)	pʰu55	pʰ u ⁵⁵	1206	i n t	pʰ - u ⁵⁵	1206	170
1034	Jinman	direction; orientation	fe22	fe22	f e ²²	1206	i n t	f - e ²²	1206	170
1035	Jinxing	direction; orientation	fv33	fv33	f v/ʯ ³³	1206	i n t	f - v/ʯ ³³	1206	170
1036	Dashi	direction; orientation	fv33	fv33	f v/ʯ ³³	1206	i n t	f - v/ʯ ³³	1206	170
1037	Zhoucheng	direction; orientation	(po33)	po33	p o ³³	1206	i n t	p - o ³³	1206	170
1038	Mazhelong	direction; orientation	[xõ33]	xõ33	x õ ³³	1207	i n t	x õ ³³	1207	170
1039	ProtoBai	divide; share (things)	pjen1	pjen1	p j e n ¹	1221	i m n c t	p j e n ¹	1221	173
1040	Tuoluo	divide; share (things)	fɚ55	fɚ55	f ɚ/ə ⁵⁵	1218	i n t	f ɚ/ə ⁵⁵	1218	171
1041	Gongxing	divide; share (things)	pfũ55	pfũ55	pf ũ ⁵⁵	1218	i n t	pf ũ ⁵⁵	1218	171
1042	Enqi	divide; share (things)	fE24	fE24	f ᴇ/ɛ ²⁴	1218	i n t	f ᴇ/ɛ ²⁴	1218	171
1043	Ega	divide; share (things)	xuɛ55	xuɛ55	x u/w ɛ ⁵⁵	1219	i m n t	x u/w ɛ ⁵⁵	1219	172
1044	Jinman	divide; share (things)	so55fi55	so55fi55	s o ⁵⁵ + f i ⁵⁵	1220 1218	i n t + i n t	s o ⁵⁵ + f i ⁵⁵	1220 1218	171
1045	Jinxing	divide; share (things)	fṽ55	fṽ55	f ṽ/ʯ̃ ⁵⁵	1218	i n t	f ṽ/ʯ̃ ⁵⁵	1218	171
1046	Dashi	divide; share (things)	fṽ35	fṽ35	f ṽ/ʯ̃ ³⁵	1218	i n t	f ṽ/ʯ̃ ³⁵	1218	171
1047	Zhoucheng	divide; share (things)	fv35	fv35	f v/ʯ ³⁵	1218	i n t	f v/ʯ ³⁵	1218	171
1048	Mazhelong	divide; share (things)	pien55	pien55	p i/j e n ⁵⁵	1221	i m n c t	p i/j e n ⁵⁵	1221	173
1049	ProtoBai	dog	qʰuaŋ2	qʰuaŋ2	qʰ u/w a ŋ ²	1230	i m n c t	qʰ u/w a ŋ ²	1230	174
1050	Tuoluo	dog	qʰuaŋ33	qʰuaŋ33	qʰ u/w a ŋ ³³	1230	i m n c t	qʰ u/w a ŋ ³³	1230	174
1051	Gongxing	dog	qʰuaŋ22	qʰuaŋ22	qʰ u/w a ŋ ²²	1230	i m n c t	qʰ u/w a ŋ ²²	1230	174
1052	Enqi	dog	qʰua22	qʰua22	qʰ u/w a ²²	1230	i m n t	qʰ u/w a - ²²	1230	174
1053	Ega	dog	qʰua22	qʰua22	qʰ u/w a ²²	1230	i m n t	qʰ u/w a - ²²	1230	174
1054	Jinman	dog	qʰõ22	qʰõ22	qʰ õ ²²	1230	i n t	qʰ - õ - ²²	1230	174
1055	Jinxing	dog	kʰuɑ̃g33 (is this the right form?)	kʰuɑ̃g33	kʰ u/w ɑ̃ g ³³	1230	i m n c t	kʰ u/w ɑ̃ g ³³	1230	174
1056	Dashi	dog	kʰuaŋ33	kʰuaŋ33	kʰ u/w a ŋ ³³	1230	i m n c t	kʰ u/w a ŋ ³³	1230	174
1057	Zhoucheng	dog	kʰua33	kʰua33	kʰ u/w a ³³	1230	i m n t	kʰ u/w a - ³³	1230	174
1058	Mazhelong	dog	kʰuaŋ33	kʰuaŋ33	kʰ u/w a ŋ ³³	1230	i m n c t	kʰ u/w a ŋ ³³	1230	174
1059	ProtoBai	door	mɛ1b	mɛ1b	m ɛ 1b/¹	1241	i n t	m ɛ - 1b/¹	1241	175
1060	Tuoluo	door	mɛ35	mɛ35	m ɛ ³⁵	1241	i n t	m ɛ - ³⁵	1241	175
1061	Gongxing	door	mǝn12	mǝn12	m ə n ¹²	1241	i n c t	m ə n ¹²	1241	175
1062	Enqi	door	mE21	mE21	m ᴇ/ɛ ²¹	1241	i n t	m ᴇ/ɛ - ²¹	1241	175
1063	Ega	door	mɛ21	mɛ21	m ɛ ²¹	1241	i n t	m ɛ - ²¹	1241	175
1064	Jinman	door	me21	me21	m e ²¹	1241	i n t	m e - ²¹	1241	175
1065	Jinxing	door	me21	me21	m e ²¹	1241	i n t	m e - ²¹	1241	175
1066	Dashi	door	me21	me21	m e ²¹	1241	i n t	m e - ²¹	1241	175
1067	Zhoucheng	door	me21	me21	m e ²¹	1241	i n t	m e - ²¹	1241	175
1068	Mazhelong	door	me21	me21	m e ²¹	1241	i n t	m e - ²¹	1241	175
1069	ProtoBai	dragon	loŋ1b	loŋ1b	l o ŋ 1b/¹	1252	i n c t	l o ŋ 1b/¹	1252	176
1070	Tuoluo	dragon	loŋ35	loŋ35	l o ŋ ³⁵	1252	i n c t	l o ŋ ³⁵	1252	176
1071	Gongxing	dragon	lõ12	lõ12	l õ ¹²	1252	i n t	l õ - ¹²	1252	176
1072	Enqi	dragon	lu21	lu21	l u ²¹	1252	i n t	l u - ²¹	1252	176
1073	Ega	dragon	lu21	lu21	l u ²¹	1252	i n t	l u - ²¹	1252	176
1074	Jinman	dragon	lu21	lu21	l u ²¹	1252	i n t	l u - ²¹	1252	176
1075	Jinxing	dragon	lṽ21	lṽ21	l ṽ/ʯ̃ ²¹	1252	i n t	l ṽ/ʯ̃ - ²¹	1252	176
1076	Dashi	dragon	lõ21	lõ21	l õ ²¹	1252	i n t	l õ - ²¹	1252	176
1077	Zhoucheng	dragon	lv21	lv21	l v/ʯ ²¹	1252	i n t	l v/ʯ - ²¹	1252	176
1078	Mazhelong	dragon	loŋ21	loŋ21	l o ŋ ²¹	1252	i n c t	l o ŋ ²¹	1252	176
1079	ProtoBai	dream	mɯ5	mɯ5	m ɯ ⁵	1263	i n t	m ɯ - ⁵	1263	177
1080	Tuoluo	dream	mo21	mo21	m o ²¹	1263	i n t	m o - ²¹	1263	177
1081	Gongxing	dream	moŋ24	moŋ24	m o ŋ ²⁴	1263	i n c t	m o ŋ ²⁴	1263	177
1082	Enqi	dream	mɯ43	mɯ43	m ɯ ⁴³	1263	i n t	m ɯ - ⁴³	1263	177
1083	Ega	dream	mɯ̃55	mɯ̃55	m ɯ̃ ⁵⁵	1263	i n t	m ɯ̃ - ⁵⁵	1263	177
1084	Jinman	dream	mɯ42	mɯ42	m ɯ ⁴²	1263	i n t	m ɯ - ⁴²	1263	177
1085	Jinxing	dream	mǝ̃31	mǝ̃31	m ə̃ ³¹	1263	i n t	m ə̃ - ³¹	1263	177
1086	Dashi	dream	mǝ̃42	mǝ̃42	m ə̃ ⁴²	1263	i n t	m ə̃ - ⁴²	1263	177
1087	Zhoucheng	dream	mɯ53	mɯ53	m ɯ ⁵³	1263	i n t	m ɯ - ⁵³	1263	177
1088	Mazhelong	dream	mǝɯ21	mǝɯ21	m əɯ ²¹	1263	i n t	m əɯ - ²¹	1263	177
1089	ProtoBai	drink	ɣɯ2	ɣɯ2	ɣ ɯ ²	1276	i n t	ɣ ɯ ²	1276	180
1090	ProtoBai	drink	ɯ̃2	ɯ̃2	ɯ̃ ²	1274	n t	ɯ̃ ²	1274	178
1091	Tuoluo	drink	ɯ̃33	ɯ̃33	ɯ̃ ³³	1274	n t	ɯ̃ ³³	1274	178
1092	Gongxing	drink	(oŋ22)	oŋ22	o ŋ ²²	1275	n c t	o ŋ ²²	1275	179
1093	Enqi	drink	ɯ22	ɯ22	ɯ ²²	1274	n t	ɯ ²²	1274	178
1094	Ega	drink	ɯ̃22	ɯ̃22	ɯ̃ ²²	1274	n t	ɯ̃ ²²	1274	178
1095	Jinman	drink	ɯ̃22	ɯ̃22	ɯ̃ ²²	1274	n t	ɯ̃ ²²	1274	178
1096	Jinxing	drink	ǝ̃33	ǝ̃33	ə̃ ³³	1274	n t	ə̃ ³³	1274	178
1097	Dashi	drink	ǝ̃33	ǝ̃33	ə̃ ³³	1274	n t	ə̃ ³³	1274	178
1098	Zhoucheng	drink	ɯ33	ɯ33	ɯ ³³	1274	n t	ɯ ³³	1274	178
1099	Mazhelong	drink	oŋ33	oŋ33	o ŋ ³³	1275	n c t	o ŋ ³³	1275	179
1100	ProtoBai	drum	ɢuŋ2	ɢuŋ2	ɣ u ŋ ²	1286	i n c t	ɣ u ŋ ²	1286	181
1101	Gongxing	drum	qoŋ22	qoŋ22	q o ŋ ²²	1286	i n c t	q o ŋ ²²	1286	181
1102	Enqi	drum	ɢu22	ɢu22	ɣ u ²²	1286	i n t	ɣ u - ²²	1286	181
1103	Jinxing	drum	ku33	ku33	k u ³³	1286	i n t	k u - ³³	1286	181
1104	Dashi	drum	ku33	ku33	k u ³³	1286	i n t	k u - ³³	1286	181
1105	Zhoucheng	drum	ku33	ku33	k u ³³	1286	i n t	k u - ³³	1286	181
1106	Mazhelong	drum	(kǝɯ21)	kǝɯ21	k əɯ ²¹	1286	i n t	k əɯ - ²¹	1286	181
1107	ProtoBai	dry	qaŋ1	qaŋ1	q a ŋ ¹	1294	i n c t	q a ŋ ¹	1294	182
1108	Tuoluo	dry	qɔŋ55	qɔŋ55	q ɔ ŋ ⁵⁵	1294	i n c t	q ɔ ŋ ⁵⁵	1294	182
1109	Gongxing	dry	qaŋ55	qaŋ55	q a ŋ ⁵⁵	1294	i n c t	q a ŋ ⁵⁵	1294	182
1110	Enqi	dry	qa24	qa24	q a ²⁴	1294	i n t	q a - ²⁴	1294	182
1111	Ega	dry	qo55	qo55	q o ⁵⁵	1294	i n t	q o - ⁵⁵	1294	182
1112	Jinman	dry	qã55	qã55	q ã ⁵⁵	1294	i n t	q ã - ⁵⁵	1294	182
1113	Jinxing	dry	kɑ̃55	kɑ̃55	k ɑ̃ ⁵⁵	1294	i n t	k ɑ̃ - ⁵⁵	1294	182
1114	Dashi	dry	kã35	kã35	k ã ³⁵	1294	i n t	k ã - ³⁵	1294	182
1115	Zhoucheng	dry	ka35	ka35	k a ³⁵	1294	i n t	k a - ³⁵	1294	182
1116	Mazhelong	dry	kaŋ55	kaŋ55	k a ŋ ⁵⁵	1294	i n c t	k a ŋ ⁵⁵	1294	182
1117	ProtoBai	eagle fern	kua4	kua4	k u/w a ⁴	1305	i m n t	k u/w a ⁴	1305	183
1118	Gongxing	eagle fern	kua12	kua12	k u/w a ¹²	1305	i m n t	k u/w a ¹²	1305	183
1119	Enqi	eagle fern	kua55	kua55	k u/w a ⁵⁵	1305	i m n t	k u/w a ⁵⁵	1305	183
1120	Ega	eagle fern	(kui55)/(i45qɯ22)	kui55	k u/w i ⁵⁵	1305	i m n t	k u/w i ⁵⁵	1305	183
1121	Ega	eagle fern	(kui55)/(i45qɯ22)	i45qɯ22	i ⁴⁵ + q ɯ ²²	1306 5252	n t + i n t	i ⁴⁵ + q ɯ ²²	1306 5252	183
1122	Jinman	eagle fern	kua55	kua55	k u/w a ⁵⁵	1305	i m n t	k u/w a ⁵⁵	1305	183
1123	Zhoucheng	eagle fern	kua55	kua55	k u/w a ⁵⁵	1305	i m n t	k u/w a ⁵⁵	1305	183
1124	Mazhelong	eagle fern	kua44	kua44	k u/w a ⁴⁴	1305	i m n t	k u/w a ⁴⁴	1305	183
1125	ProtoBai	ear; spike	truæn2	truæn2	ʈ u/w æ n ²	1315	i m n c t	ʈ u/w æ n ²	1315	184
1126	Tuoluo	ear; spike	tjuaŋ33	tjuaŋ33	tʲ u/w a ŋ ³³	1315	i m n c t	tʲ u/w a ŋ ³³	1315	184
1127	Gongxing	ear; spike	tsuan22	tsuan22	ts u/w a n ²²	1315	i m n c t	ts u/w a n ²²	1315	184
1128	Enqi	ear; spike	tzE22	tzE22	t z ᴇ/ɛ ²²	1317	i m n t	t z ᴇ/ɛ ²²	1317	186
1129	Ega	ear; spike	tɕya22	tɕya22	tɕ y a ²²	1316	i m n t	tɕ y a ²²	1316	185
1130	Jinman	ear; spike	ʈõ22	ʈõ22	ʈ õ ²²	1317	i n t	ʈ - õ ²²	1317	186
1131	Jinxing	ear; spike	tsuan33	tsuan33	ts u/w a n ³³	1315	i m n c t	ts u/w a n ³³	1315	184
1132	Dashi	ear; spike	tʂuɚ̃33	tʂuɚ̃33	ʈʂ u/w ɚ̃/ə̃ ³³	1315	i m n t	ʈʂ u/w ɚ̃/ə̃ - ³³	1315	184
1133	Zhoucheng	ear; spike	tsuɛ33	tsuɛ33	ts u/w ɛ ³³	1315	i m n t	ts u/w ɛ - ³³	1315	184
1134	Mazhelong	ear; spike	tsuɚ33	tsuɚ33	ts u/w ɚ ³³	1315	i m n t	ts u/w ɚ - ³³	1315	184
1135	ProtoBai	early	tsu2	tsu2	ts u ²	1326	i n t	ts - u ²	1326	187
1136	Tuoluo	early	tɕyi33	tɕyi33	tɕ y/ɥ i ³³	1326	i m n t	tɕ y/ɥ i ³³	1326	187
1137	Gongxing	early	tɕy22	tɕy22	tɕ y ²²	1326	i n t	tɕ - y ²²	1326	187
1138	Enqi	early	tɕyi22	tɕyi22	tɕ y/ɥ i ²²	1326	i m n t	tɕ y/ɥ i ²²	1326	187
1139	Ega	early	tɕyi22	tɕyi22	tɕ y/ɥ i ²²	1326	i m n t	tɕ y/ɥ i ²²	1326	187
1140	Jinman	early	tsyi22	tsyi22	ts y/ɥ i ²²	1326	i m n t	ts y/ɥ i ²²	1326	187
1141	Jinxing	early	tsu33	tsu33	ts u ³³	1326	i n t	ts - u ³³	1326	187
1142	Dashi	early	tsu33	tsu33	ts u ³³	1326	i n t	ts - u ³³	1326	187
1143	Zhoucheng	early	tsu33	tsu33	ts u ³³	1326	i n t	ts - u ³³	1326	187
1144	Mazhelong	early	tsu33	tsu33	ts u ³³	1326	i n t	ts - u ³³	1326	187
1145	ProtoBai	earrings	ɢoŋ1	ɢoŋ1	ɣ o ŋ ¹	1337	i n c t	ɣ - o ŋ ¹	1337	188
1146	Tuoluo	earrings	qoŋ35	qoŋ35	q o ŋ ³⁵	1337	i n c t	q - o ŋ ³⁵	1337	188
1147	Gongxing	earrings	(tɕien22)	tɕien22	tɕ i/j e n ²²	1337	i m n c t	tɕ i/j e n ²²	1337	188
1148	Enqi	earrings	ko22	ko22	k o ²²	1337	i n t	k - o - ²²	1337	188
1149	Ega	earrings	ko21	ko21	k o ²¹	1337	i n t	k - o - ²¹	1337	188
1150	Jinman	earrings	kõ21	kõ21	k õ ²¹	1337	i n t	k - õ - ²¹	1337	188
1151	Jinxing	earrings	kõ21	kõ21	k õ ²¹	1337	i n t	k - õ - ²¹	1337	188
1152	Dashi	earrings	koŋ31	koŋ31	k o ŋ ³¹	1337	i n c t	k - o ŋ ³¹	1337	188
1153	Zhoucheng	earrings	ku21	ku21	k u ²¹	1337	i n t	k - u - ²¹	1337	188
1154	Mazhelong	earrings	koŋ21	koŋ21	k o ŋ ²¹	1337	i n c t	k - o ŋ ²¹	1337	188
1155	ProtoBai	earth	di3	di3	d i ³	1348	i n t	d i ³	1348	189
1156	Tuoluo	earth	ʑi21	ʑi21	ʑ i ²¹	1348	i n t	ʑ i ²¹	1348	189
1157	Gongxing	earth	dʑi42	dʑi42	dʑ i ⁴²	1348	i n t	dʑ i ⁴²	1348	189
1158	Enqi	earth	dʑi42 3	dʑi42	dʑ i ⁴²	1348	i n t	dʑ i ⁴²	1348	189
1159	Ega	earth	tɕi42	tɕi42	tɕ i ⁴²	1348	i n t	tɕ i ⁴²	1348	189
1160	Jinman	earth	dʑi42	dʑi42	dʑ i ⁴²	1348	i n t	dʑ i ⁴²	1348	189
1161	Jinxing	earth	tɕi31	tɕi31	tɕ i ³¹	1348	i n t	tɕ i ³¹	1348	189
1162	Dashi	earth	tɕi31	tɕi31	tɕ i ³¹	1348	i n t	tɕ i ³¹	1348	189
1163	Zhoucheng	earth	tɕi31	tɕi31	tɕ i ³¹	1348	i n t	tɕ i ³¹	1348	189
1164	Mazhelong	earth	ti21	ti21	t i ²¹	1348	i n t	t i ²¹	1348	189
1165	Tuoluo	earth quake	ʑi21ʐu21	ʑi21ʐu21	ʑ i ²¹ + ʐ u ²¹	1359 1363	i n t + i n t	ʑ i ²¹ + ʐ u ²¹	2966 1363	190
1166	Gongxing	earth quake	dʑi21ju24	dʑi21ju24	dʑ i ²¹ + j u ²⁴	1359 1360	i n t + m n t	dʑ i ²¹ + j u ²⁴	2966 1360	190
1167	Enqi	earth quake	da43dʑi43ju43	da43dʑi43ju43	d a ⁴³ + dʑ i ⁴³ + j u ⁴³	1361 1359 1360	i n t + i n t + m n t	d a ⁴³ + dʑ i ⁴³ + j u ⁴³	1361 2966 1360	190
1168	Ega	earth quake	do42tɕi21ju42	do42tɕi21ju42	d o ⁴² + tɕ i ²¹ + j u ⁴²	1361 1359 1360	i n t + i n t + m n t	d o ⁴² + tɕ i ²¹ + j u ⁴²	1361 2966 1360	190
1169	Jinman	earth quake	da42tɕi21u42	da42tɕi21u42	d a ⁴² + tɕ i ²¹ + u ⁴²	1361 1359 1362	i n t + i n t + n t	d a ⁴² + tɕ i ²¹ + u ⁴²	1361 2966 1362	190
1170	Jinxing	earth quake	tɕi31ju31	tɕi31ju31	tɕ i ³¹ + j u ³¹	1359 1360	i n t + m n t	tɕ i ³¹ + j u ³¹	2966 1360	190
1171	Dashi	earth quake	tɕi21ju31	tɕi21ju31	tɕ i ²¹ + j u ³¹	1359 1360	i n t + m n t	tɕ i ²¹ + j u ³¹	2966 1360	190
1172	Mazhelong	earth quake	ti31ju31	ti31ju31	t i ³¹ + j u ³¹	1361 1360	i n t + m n t	t i ³¹ + j u ³¹	1361 1360	190
1173	ProtoBai	easy	ɣo4	ɣo4	ɣ o ⁴	1379	i n t	ɣ o ⁴	1379	191
1174	Tuoluo	easy	(tsi55o33)	tsi55o33	ts i ⁵⁵ + o ³³	1381 1380	i n t + n t	ts i ⁵⁵ + o ³³	1381 44	192
1175	Gongxing	easy	u21	u21	u ²¹	1380	n t	u ²¹	44	192
1176	Enqi	easy	u21	u21	u ²¹	1380	n t	u ²¹	44	192
1177	Ega	easy	u42	u42	u ⁴²	1380	n t	u ⁴²	44	192
1178	Jinman	easy	u42	u42	u ⁴²	1380	n t	u ⁴²	44	192
1179	Jinxing	easy	ɣou42	ɣou42	ɣ ou ⁴²	1379	i n t	ɣ ou ⁴²	1379	191
1180	Dashi	easy	ɣou42	ɣou42	ɣ ou ⁴²	1379	i n t	ɣ ou ⁴²	1379	191
1181	Zhoucheng	easy	ou42	ou42	ou ⁴²	1380	n t	ou ⁴²	44	192
1182	ProtoBai	eat	jɯ4	jɯ4	j ɯ ⁴	1390	m n t	j ɯ ⁴	1390	193
1183	Tuoluo	eat	ju42	ju42	j u ⁴²	1390	m n t	j u ⁴²	1390	193
1184	Gongxing	eat	ju42	ju42	j u ⁴²	1390	m n t	j u ⁴²	1390	193
1185	Enqi	eat	jɯ55	jɯ55	j ɯ ⁵⁵	1390	m n t	j ɯ ⁵⁵	1390	193
1186	Ega	eat	ji44	ji44	j i ⁴⁴	1390	m n t	j i ⁴⁴	1390	193
1187	Jinman	eat	ji55	ji55	j i ⁵⁵	1390	m n t	j i ⁵⁵	1390	193
1188	Jinxing	eat	jɯ44	jɯ44	j ɯ ⁴⁴	1390	m n t	j ɯ ⁴⁴	1390	193
1189	Dashi	eat	jɯ44	jɯ44	j ɯ ⁴⁴	1390	m n t	j ɯ ⁴⁴	1390	193
1190	Zhoucheng	eat	jɯ44	jɯ44	j ɯ ⁴⁴	1390	m n t	j ɯ ⁴⁴	1390	193
1191	Mazhelong	eat	ji44	ji44	j i ⁴⁴	1390	m n t	j i ⁴⁴	1390	193
1192	ProtoBai	egg	sen5	sen5	s e n ⁵	1401	i n c t	s e n ⁵	1401	194
1193	Tuoluo	egg	sen21 ('testicle')	sen21	s e n ²¹	1401	i n c t	s e n ²¹	1401	194
1194	Gongxing	egg	sen42	sen42	s e n ⁴²	1401	i n c t	s e n ⁴²	1401	194
1195	Enqi	egg	sE43	sE43	s ᴇ/ɛ ⁴³	1401	i n t	s ᴇ/ɛ - ⁴³	1401	194
1196	Ega	egg	sɛ42	sɛ42	s ɛ ⁴²	1401	i n t	s ɛ - ⁴²	1401	194
1197	Jinman	egg	sẽ42	sẽ42	s ẽ ⁴²	1401	i n t	s ẽ - ⁴²	1401	194
1198	Jinxing	egg	sen42	sen42	s e n ⁴²	1401	i n c t	s e n ⁴²	1401	194
1199	Dashi	egg	sen42	sen42	s e n ⁴²	1401	i n c t	s e n ⁴²	1401	194
1200	Zhoucheng	egg	se42	se42	s e ⁴²	1401	i n t	s e - ⁴²	1401	194
1201	Mazhelong	egg	sɛ42	sɛ42	s ɛ ⁴²	1401	i n t	s ɛ - ⁴²	1401	194
1202	ProtoBai	eight	pra4	pra4	p r a ⁴	1412	i m n t	p r a ⁴	1412	195
1203	Tuoluo	eight	tɕo42	tɕo42	tɕ o ⁴²	1413	i n t	tɕ - o ⁴²	1413	196
1204	Gongxing	eight	tɕua24	tɕua24	tɕ u/w a ²⁴	1413	i m n t	tɕ u/w a ²⁴	1413	196
1205	Enqi	eight	pia55	pia55	p i/j a ⁵⁵	1412	i m n t	p i/j a ⁵⁵	1412	195
